ch_zh_0177|ch_zh_0177.wav|Wildi und unregelmässig ahpflanzti Strücher büted villne Tier Schutz und Läbensrum.
ch_zh_0178|ch_zh_0178.wav|Stangebohne händ e langi Tradition ide Schwiz, will si gäbed uf relativ wenig Flächi vill Ertrag.
ch_zh_0179|ch_zh_0179.wav|Früener häts no zwei Alpbetrieb meh geh, aber ein Älpler hät sis Hus mittlerwile verchauft.
ch_zh_0180|ch_zh_0180.wav|Mit Installatione wie Bergbahne, aber au em Usbou vo Wanderwäg.
ch_zh_0181|ch_zh_0181.wav|Vill Verchäufer händ vo Botanik wenig Ahnig.
ch_zh_0182|ch_zh_0182.wav|D Bähndlifahrt isch im Skipass inbegriffe.
ch_zh_0183|ch_zh_0183.wav|D Landwirtschaft produziert Gmües, Obst, Fleisch und Milch für oise täglich Bedarf.
ch_zh_0184|ch_zh_0184.wav|Zum Bispil profitiered hundert bis drühundert Millione Küstebewohner bi Stürm und Fluete vo de Mangrovewälder und Koralleriff.
ch_zh_0185|ch_zh_0185.wav|Witer isch planed, in Zämearbet mit andere Spitäler di postoperativi Nachsorg ahzbüte.
ch_zh_0186|ch_zh_0186.wav|So sind elei fürs zwänzgzwänzg drü witeri Mars-Missione planed.
ch_zh_0187|ch_zh_0187.wav|Di noi Gentherapie laht Betroffeni hoffe.
ch_zh_0188|ch_zh_0188.wav|Es wird wohl Jahre gah, bis sich d Region vode Katastrophe erholt.
ch_zh_0189|ch_zh_0189.wav|Hüt setzt de Kanton Fribourg verschideni Präventions- und Betreuigsmassnahme im Bereich vode Spielsucht und Verschuldig um.
ch_zh_0190|ch_zh_0190.wav|Jetzt wird imne politische Vorstoss verlangt, dass de Bundesrat en Bricht über d Gsundheit vo Schwule und Lesbe macht.
ch_zh_0191|ch_zh_0191.wav|Mit Hilf vo ihrem Hörsinn chönd si sich im Dunkle perfekt orientiere.
ch_zh_0192|ch_zh_0192.wav|Sie händ d WHO Richtlinie problemlos erfüllt.
ch_zh_0193|ch_zh_0193.wav|So segi das au vor zwänzg Jahr, wo d Schlüsselloch-Methode s erst mal gmacht worde isch, de Fall gsi.
ch_zh_0194|ch_zh_0194.wav|Au Mittel gäge Bluethochdruck und sogar Anti-Baby-Pille würded knapp werde.
ch_zh_0195|ch_zh_0195.wav|D Planig segi aber wäg de Quarantäne komplex, hät de Lenz gseit.
ch_zh_0196|ch_zh_0196.wav|Mir hälfed ois gägesitig, mir schaffed i Teams und mir sind flexibel.
ch_zh_0197|ch_zh_0197.wav|De Saturn chamer wäg sine Ring guet vode andere Planete unterscheide.
ch_zh_0198|ch_zh_0198.wav|Er isch Geh gsi.
ch_zh_0199|ch_zh_0199.wav|Strebepfiler und Gwölbrippe dütet uf en spatgothische Stil hi.
ch_zh_0200|ch_zh_0200.wav|Zil isches, Stress oder Spannig abzboue und d Eskalation vomne Konflikt zverhindere.
ch_zh_0201|ch_zh_0201.wav|Aber de Tüfel isch wider usecho und hät de Ort verfluecht.
ch_zh_0202|ch_zh_0202.wav|Mängisch sinds bemalt, meistens uf de Innesite.
ch_zh_0203|ch_zh_0203.wav|Gott, de Schöpfer, isch de Ursprung und Erhalter vom ganze Kosmos.
ch_zh_0204|ch_zh_0204.wav|Di über s ganze Stadtgebiet verstroite Fakultäte und Institut sind zu eigeständige Irichtige worde.
ch_zh_0205|ch_zh_0205.wav|Di verwändete System sind de soziale Software zuezrächne.
ch_zh_0206|ch_zh_0206.wav|Und so chönd sini Eltere nomal vo vorne ahfange.
ch_zh_0207|ch_zh_0207.wav|Rückzugsrüm sölled zumne ahgnähme Arbetsklima biträge.
ch_zh_0208|ch_zh_0208.wav|Si chönd aber bi de Prozesslandschaft au usenand gheie.
ch_zh_0209|ch_zh_0209.wav|Au de Hutkontakt mit däne Öl isch gsundheitlich unbedänklich.
ch_zh_0210|ch_zh_0210.wav|De Sinzendorf hät en Teil vo sim Habundguet verchauft zum d Straf chöne zzahle.
ch_zh_0211|ch_zh_0211.wav|Ändi achzger Jahr hät en wältwit bekannte Fuesballer bi St. Galle gspillt.
ch_zh_0212|ch_zh_0212.wav|Drum git das Blatt em Nationalcoach Mick McCarthy Tipps zude Ufstellig.
ch_zh_0213|ch_zh_0213.wav|Es bruchi meh Stelle für Athletinne und Athlete.
ch_zh_0214|ch_zh_0214.wav|S Monstrum 'Dopinganalyse' hät alli Ressource gfrässe für di planti sportwüsseschaftlichi Forschig.
ch_zh_0215|ch_zh_0215.wav|Mai zweitusigundsächzäh: De FC Züri stigt ab, s Spil um de Abstieg zwüsched Züri und Vaduz änded gwalttätig.
ch_zh_0216|ch_zh_0216.wav|De Al zieht dich vo obe.
ch_zh_0217|ch_zh_0217.wav|Wie wenner uf öpis warte wür.
ch_zh_0218|ch_zh_0218.wav|Wänn du no länger wartisch chumi ine und hol dich, hät de Adam gseit.
ch_zh_0220|ch_zh_0220.wav|Ich han namal gchert und ufs Dorf glueged.
ch_zh_0221|ch_zh_0221.wav|Aber er hät au nöd widersproche.
ch_zh_0223|ch_zh_0223.wav|So, Kumpan, weles schlimme Gheimnis willsch du mir jetzt ahvertraue?
ch_zh_0224|ch_zh_0224.wav|Ich han mit ihre diskutiert, ghaderet und gstritte, aber si isch hartnäckig blibe.
ch_zh_0226|ch_zh_0226.wav|Ich han sicher drü Kilo zuegno.
ch_zh_0227|ch_zh_0227.wav|Es rutscht mer gad us de Hand.
ch_zh_0228|ch_zh_0228.wav|Du häsch mer dazumal alles weggässe.
ch_zh_0230|ch_zh_0230.wav|Vermuetli isch us dem Grund au kei Abbildig vo ihm überliferet worde.
ch_zh_0231|ch_zh_0231.wav|De Bahnhof isch absits vom Ort im Wald gsi.
ch_zh_0232|ch_zh_0232.wav|Über de Berge bilded sich Quällwulche mit einzelne Schauer oder Gwitter.
ch_zh_0233|ch_zh_0233.wav|Am Maentig trüeb und nass.
ch_zh_0234|ch_zh_0234.wav|Starche Föhn.
ch_zh_0235|ch_zh_0235.wav|Vor allem am Samstig gits ide Berge lokali Rägeschauer.
ch_zh_0236|ch_zh_0236.wav|Gad im Früelig mit intensive Sunneistrahlig gits es erhöhts Lawinerisiko.
ch_zh_0237|ch_zh_0237.wav|Ide letschte Täg häts immer wider starchi Schauer und sogar Wintergwitter geh.
ch_zh_0238|ch_zh_0238.wav|Am Mäntig Sunne, aber au bizli Näbel.
ch_zh_0240|ch_zh_0240.wav|Hüt Namittag gits sunnigi Phase und dunkli Quellwulche im Wächsel.
ch_zh_0241|ch_zh_0241.wav|Am Dunnstig einzelni Rägeschauer.
ch_zh_0242|ch_zh_0242.wav|Am Zistig Sunne, Wulche und Schauer im Wächsel.
ch_zh_0243|ch_zh_0243.wav|Tagsüber nur no lokali und meistens churzi Schauer, dezwüsched sunnigi Abschnitt.
ch_zh_0244|ch_zh_0244.wav|Früe am Morge minus nün Grad, tagsüber bis zwölf Grad.
ch_zh_0245|ch_zh_0245.wav|Früe am Morge nün Grad, Höchttemperatur drüezwänzg Grad.
ch_zh_0246|ch_zh_0246.wav|Uf zweitusig Meter zäh Grad.
ch_zh_0247|ch_zh_0247.wav|Ich gahn devo us, dass gröberi Handelschrieg usbräched.
ch_zh_0248|ch_zh_0248.wav|D Teilprivatisierig hät kei Uswürkige ufs internationale Gschäft.
ch_zh_0249|ch_zh_0249.wav|I däne drü Länder isch d Teilnahm vode Arbetslose aber freiwillig.
ch_zh_0250|ch_zh_0250.wav|Im internationale Wettbewerb müssed d Schwizer Unternähme innoviere, das heisst automatisiere.
ch_zh_0251|ch_zh_0251.wav|Insgesamt sind zweitusigdrühundert Studente ade Fernfachhochschuel Schwiz ihgschribe.
ch_zh_0252|ch_zh_0252.wav|Die chönnted Computer und ändlichi Technologie um en Faktor tusig energieeffizienter mache.
ch_zh_0253|ch_zh_0253.wav|Wer d Hypatia umbracht hät, hät drum nöd nur en Mänsch umbracht, sondern au es Exämpel anere alte aber fortschrittliche Kultur statuiert.
ch_zh_0254|ch_zh_0254.wav|Die bruched vill Strom.
ch_zh_0255|ch_zh_0255.wav|Wie sin Vorgänger will au de Cortizo d Beziehige mit China vertüfe.
ch_zh_0256|ch_zh_0256.wav|Bi einere Gruppe wird es Entwickligsprojekt gmacht, di anderi Gruppe isch d Kontrolle.
ch_zh_0257|ch_zh_0257.wav|Gad au, wills det uf chlinem Rum vill Spezialiste git wo sich ustusched wie susch fast niened uf de Wält.
ch_zh_0258|ch_zh_0258.wav|Ich glaube, dass d Antenne Chrankete uslöst.
ch_zh_0259|ch_zh_0259.wav|Es Bispil:'Amazon hät als Cloud-Ahbüter ahgfange, sälber Computerchips zentwärfe und zproduziere', seit de Buchmann.
ch_zh_0260|ch_zh_0260.wav|De Ökostrom-Usbou werdi guet unterstützt, trotzdem segi s Land witerhin fest vode Chole fürd Energiegwünnig abhängig.
ch_zh_0261|ch_zh_0261.wav|Ja, im Nachhinein müsst mer säge, mer hetti meh chöne ufkläre.
ch_zh_0262|ch_zh_0262.wav|Si alli interessiered sich für d Google Cloud.
ch_zh_0263|ch_zh_0263.wav|D Folge fürd Gsellschaft sind gravierend.
